PC1,PC2
0.27586306598406085,0.40939859430118336
0.22531585892724293,0.44543991424606555
0.13745722016438985,0.5191553969426885
0.030594989201123312,0.5942344221513722
-0.042172174468023974,0.652297940612211
-0.07745847803120522,0.663942690378046
-0.11685871356591258,0.6735068345867813
-0.15284099788171282,0.7105272311272807
-0.2010614790797151,0.7369651369643448
-0.139838150169962,0.6904687125839148
-0.12553368647755966,0.6728948197265309
-0.163402332057833,0.6555285642723137
-0.1377293713156412,0.672524024444018
-0.20252180836744557,0.6999844976298938
-0.21230693110145005,0.6788665279435682
-0.1965793322040209,0.6562696514486328
-0.1567860408560275,0.6230986461248542
-0.11271061274895573,0.5840277876640776
-0.06906921544847067,0.5289606081346858
-0.019319933654247317,0.47960616553086477
-0.013630762332560834,0.4571686020188451
0.002168424208788713,0.4318617061826435
0.010060421642023162,0.40468141496109983
0.001352754491679957,0.39109587174965404
0.008334303128982283,0.37734330187961385
0.006504491221426505,0.3661773450689172
0.0004578092528190332,0.3618218312686275
0.004855017540684515,0.30894503682783964
-0.00029588533819476285,0.30780429636845313
0.009246063473592568,0.2848062214266514
1.172117009988055,-0.01648177736616289
1.1689929201112264,-0.01752045873273859
1.1699660293324268,-0.017570583420384808
1.1713414196597791,-0.01822379773075801
1.173574262269963,-0.019048035699137315
1.1730285359200168,-0.021489398698768765
1.1729114037984771,-0.02357184083752119
1.1694999885745427,-0.01918307241354834
1.1707956567677886,-0.028053157623404074
1.17457429278747,-0.02922804507454352
1.178896754492545,-0.03046266818502018
1.1821067187694214,-0.03164498307433244
1.1822254996931407,-0.03395440267471694
1.1816212130988177,-0.03639289498945009
1.1826420947168774,-0.037443884780003905
1.185365510370633,-0.03678729104236105
1.1879728774485996,-0.03617013631534894
1.1888772755045813,-0.03666369457152483
1.1881207769762872,-0.03830583752980086
1.1886664216867882,-0.03890745787541833
1.1872173127412342,-0.04059281760097783
1.1857785123399385,-0.04246239103049764
1.1841370176774104,-0.04418833532975364
1.1830619174563912,-0.04569519941198617
1.1811559094688013,-0.047838702116563006
1.179069022881656,-0.04985123298752201
1.1778257017261604,-0.05133078922193705
1.1761918138625007,-0.05304362547041611
1.1757743027116487,-0.05406390534911359
1.17443070170487,-0.05536207249667928
0.4621468533482936,-0.027363109650540285
0.4762896238426702,-0.039866263627157665
0.4789587216083731,-0.05185747579698549
0.47975139722150434,-0.06408771479032181
0.47251355600963585,-0.07445726970256387
0.4771211454752627,-0.08585029689795604
0.4834321733398519,-0.10519861413123321
0.4719168730575568,-0.10846166471491399
0.4792149672662754,-0.12070665025646038
0.4798770201033824,-0.1417014834166433
0.48174076034567453,-0.14840127736464467
0.48240088364650024,-0.16249428213871175
0.4895902130248803,-0.1726100160147945
0.49051242645827403,-0.1812172319508449
0.5077803055248096,-0.19382041114809231
0.508683182689225,-0.20316000647060004
0.508098917177758,-0.21043358084575117
0.5054596242522431,-0.21712000959393687
0.5053887954718005,-0.22797987984864113
0.5010725653467538,-0.23655443690344832
0.4969893520705178,-0.2477569400823252
0.4868725167926409,-0.2603016738053591
0.4778071456368039,-0.2731736892398386
0.4659787702600092,-0.2858955582014241
0.4510330466060798,-0.30023416535563635
0.4349984012518464,-0.3136614639319453
0.433290913406455,-0.3294479409186717
0.4235768873884595,-0.34556845721041246
0.40341035863884195,-0.3659806353040124
0.38756477155392793,-0.38361394391935866
1.2355527436409228,-0.003461942082494295
1.2354740721756383,-0.0035329629287237335
1.235403442417835,-0.0035885425803091164
1.235347162994454,-0.0036071698908266172
1.2353323269103587,-0.0036141888138435207
1.2352844535771967,-0.0036314002427692174
1.2352485717431083,-0.0036509543172480274
1.2352134229041805,-0.0036635761471233946
1.2351890516933401,-0.003688026175302696
1.2351728245210971,-0.0036978585424448335
1.23513935482973,-0.0037215793727677113
1.2350943973098991,-0.003735496797582744
1.235067066019775,-0.003748066602598524
1.2350483756084865,-0.0037045645741124278
1.2350634453720093,-0.003722470404205844
1.2350378259516879,-0.0037463817431398374
1.235038820731446,-0.0037535931658170293
1.2350278573133702,-0.0037652554622792616
1.235004938817245,-0.0037802345631239467
1.2347987025825544,-0.0037703198883889846
1.2349378328851839,-0.003862153957528081
1.2349123605774237,-0.0038808984781279576
1.2349030035819406,-0.0038855422239526707
1.234844708171094,-0.003901174713678453
1.2347933455763564,-0.003958800321468686
1.2348565807410705,-0.003945925848593805
1.2348223407911874,-0.003958751212742878
1.2348110085950479,-0.003969859362890525
1.2347977017576504,-0.003983520263173386
1.2347636910959725,-0.0039973069102709645
1.2358629226543536,-0.0038086993030862094
1.2358221404912912,-0.003825795488073167
1.235764263506738,-0.003865126969906903
1.2357273596274687,-0.0039033431916086787
1.2356361179254642,-0.003983724735204539
1.2356216898070038,-0.003985532236575948
1.2356055762390385,-0.0040089691144656
1.2355837768693305,-0.004031502261891766
1.235550068770462,-0.0040614117265159125
1.2355498424755833,-0.004079836209418765
1.2354696169700559,-0.004158517258770549
1.235427525288316,-0.004189476328030623
1.235399809354838,-0.004232006552060659
1.2353471284524276,-0.004271248821594966
1.235213430714207,-0.00436154428887712
1.2351776256535854,-0.004404782955000375
1.2351467429276932,-0.004432154048211201
1.2351059000274367,-0.004471510496827371
1.2350519633413501,-0.004513666018357109
1.2349609096459835,-0.004594020527439209
1.2349521459278754,-0.00463865227939079
1.235003243400453,-0.004608838638640327
1.2349664568505303,-0.004642445723983585
1.2349405073746662,-0.004664547086588576
1.2349018082746825,-0.004703103512549956
1.2348461667590283,-0.0047391185988772625
1.2347679970280578,-0.004821956899117951
1.2347306215073501,-0.004852664390332448
1.2346897446895548,-0.004891159981068873
1.2346736812873753,-0.00490575291341286
0.005053502955658543,1.1671466910855777
-0.010874262563004802,1.1730630508483306
-0.03153268821830763,1.1884910192509655
-0.07488442674829128,1.2434380497343969
-0.08830328474939345,1.2228860623744253
-0.07772692951756983,1.1903214309444017
-0.051849052592693436,1.1603510677873432
-0.04791798766298306,1.1500233869399996
-0.0882017695762995,1.1928760569301415
-0.09347757782440051,1.159085541713007
-0.09425487370734645,1.138676189946738
-0.09288366793637189,1.1333831291405825
-0.07895696073809096,1.1107464414306203
-0.08181305138063558,1.1040065219781041
-0.13363130367443304,1.1403847181754474
-0.11328546081378908,1.1247051297363289
-0.09816514799774541,1.0905213110221499
-0.07404943578659164,1.0388280829909733
-0.04242108980965,0.9691426628546922
-0.00744504157500994,0.8960275400341122
0.004240743726487548,0.8531588364004904
0.027461697914719422,0.803040085950327
0.0440799621892812,0.7656100977557107
0.07804699568707629,0.7166142380615295
